date,asset_id,sector,open,high,low,close,volume,bid,ask,spread_bps,realized_vol_5d,realized_vol_20d,return_1d,return_5d,return_20d,price_strength_20,price_strength_60,volume_zscore,volume_trend,market_return,sector_return,market_volatility,sector_dispersion,macro_factor_1,macro_factor_2,macro_factor_3,sentiment_score,liquidity_score,flow_index,carry_score,event_intensity,event_flag,intraday_range
2021-01-01,A11,Industrials,75.31414104,75.43843772,75.16300342,75.28705066,1029695,75.24881126,75.32529006,10.15829418,0.01243659199,0.01395049853,-0.0007304416667,0.04041965706,0.07328605486,0.06873321638,0.02354877615,0.8602125941,-0.3320745942,0.002229546925,0.006076952498,0.006548541048,0.004934015538,-0.5877297933,-0.4112366469,0.6123202523,-0.3463602375,0.3948086831,0.01257473941,-1.162837003,0.5481545573,0,0.003658455135
2021-01-01,A12,Industrials,59.63484868,60.89442624,59.15931595,60.40884955,209247,60.35452563,60.46317347,17.98541766,0.008914180895,0.01687573355,0.01320253102,0.01377954238,0.1446139732,0.05181009253,0.1116825619,-0.3296671361,-0.3861208616,0.002229546925,0.006076952498,0.006548541048,0.004934015538,-0.5877297933,-0.4112366469,0.6123202523,-0.1642070364,0.1827331474,-0.8079729398,-0.9902017097,0.67895806,0,0.02872278312
2021-01-01,A13,Energy,54.19679169,54.2901745,53.99110329,54.08413169,2513931,54.07858218,54.08968121,2.052177738,0.005995577858,0.01560022847,-0.002765686239,-0.002105419493,0.07093706807,0.02628839419,0.02037699051,-0.2829971686,0.4681185938,0.002229546925,0.005542359357,0.006548541048,0.00991081189,-0.5877297933,-0.4112366469,0.6123202523,-0.7441443774,0.9693631407,-0.5032191658,-0.001443901379,0.5263770249,0,0.005529740525
2021-01-01,A14,Energy,48.60703661,48.84296541,48.21951657,48.45356443,1101959,48.43882699,48.46830186,6.083116239,0.008117201744,0.01330906289,-0.00262272069,0.001988463295,0.05781804271,0.006552809292,0.07654986524,-0.1231669452,0.4902121815,0.002229546925,0.005542359357,0.006548541048,0.00991081189,-0.5877297933,-0.4112366469,0.6123202523,-0.6158124546,0.7591055218,0.1260994113,-0.916623046,0.2505552498,0,0.0128669344
2021-01-01,A15,Energy,97.29129123,97.80237168,96.91572888,97.42483646,528134,97.37424305,97.47542987,10.38614246,0.009286365427,0.01389392506,0.005983966078,0.03703726168,0.05894680035,0.04427086532,0.1076933462,0.08593522477,0.1125768149,0.002229546925,0.005542359357,0.006548541048,0.00991081189,-0.5877297933,-0.4112366469,0.6123202523,0.3027512429,0.4117423739,-0.3559658012,-0.1613156963,0.07000100776,0,0.009100788203
2021-01-01,A16,Energy,128.8652738,131.2610514,128.6288832,131.0202659,146858,130.8971814,131.1433505,18.78863025,0.02453553136,0.0218867547,0.02157387828,-0.01115453367,-0.006619898997,-0.01500650316,0.02606564606,-0.5495557535,-0.2574470779,0.002229546925,0.005542359357,0.006548541048,0.00991081189,-0.5877297933,-0.4112366469,0.6123202523,0.04187526779,0.1693444035,0.8746641665,0.3050305588,0.2832088334,0,0.02008977926
2021-01-01,A17,Consumer,36.12172703,36.18269776,36.10641843,36.16736332,2335218,36.16369266,36.17103398,2.029817055,0.01316410497,0.01390580593,0.002840722645,0.01887428767,0.09855217852,0.060684789,0.1041006136,0.08351321932,0.5028810813,0.002229546925,-0.005092229606,0.006548541048,0.01340351803,-0.5877297933,-0.4112366469,0.6123202523,-0.1030076892,0.9408773362,0.1180945625,0.2020368269,0.1072510308,0,0.002109065377
2021-01-01,A18,Consumer,61.82536952,61.91571347,60.52409492,60.61253735,1292476,60.59554297,60.62953173,5.607545027,0.01653556706,0.01525558438,-0.0276729794,-0.09208501545,-0.07262306071,-0.07065808533,-0.02056738889,-0.2808005217,0.6280803803,0.002229546925,-0.005092229606,0.006548541048,0.01340351803,-0.5877297933,-0.4112366469,0.6123202523,0.09747072267,0.6935014651,0.4232199807,0.4465843025,0.3240425981,0,0.02295925256
2021-01-01,A19,Consumer,45.42582968,45.56905424,45.26411667,45.40683136,432638,45.38267754,45.43098517,10.63884713,0.01619125943,0.01481844642,-0.002156736205,-0.007529552422,0.07190529368,0.02198487781,0.08452340481,-0.4040804922,0.2045368925,0.002229546925,-0.005092229606,0.006548541048,0.01340351803,-0.5877297933,-0.4112366469,0.6123202523,-0.3135804693,0.4057253027,0.1164608841,0.5373875339,0.01947654893,0,0.006715676
2021-01-01,A20,Consumer,55.90186937,56.1880948,55.85030927,56.13627072,180663,56.08287528,56.18966615,19.02350616,0.01391195528,0.01290984619,0.006620074532,-0.00540304952,0.01331357565,0.01234898555,0.004189096918,0.009021404446,-0.110908355,0.002229546925,-0.005092229606,0.006548541048,0.01340351803,-0.5877297933,-0.4112366469,0.6123202523,-0.535165757,0.200716125,0.6071375805,0.1936906454,0.3438727035,0,0.006017242071
2021-01-01,A21,Healthcare,93.52487046,94.10270999,93.30799561,93.88449519,840220,93.87474375,93.89424662,2.077326082,0.009553828039,0.01537920307,0.004263357677,-0.02585156133,-0.02336121902,0.006069214993,0.006042662616,-0.7141269064,-0.3734427045,0.002229546925,0.003954257455,0.006548541048,0.007227974498,-0.5877297933,-0.4112366469,0.6123202523,0.3637568482,0.9243866474,-0.09915370253,0.2596062121,0.3962995526,0,0.008464809696
2021-01-01,A22,Healthcare,99.56355928,100.2249918,98.87158737,99.52842288,1722032,99.50048419,99.55636156,5.614212305,0.008248299831,0.01548755784,-0.002676517783,-0.006991774922,-0.0004542016741,0.004322628378,-0.002176509016,0.2260844338,-0.1579404484,0.002229546925,0.003954257455,0.006548541048,0.007227974498,-0.5877297933,-0.4112366469,0.6123202523,0.3491268332,0.653471002,-0.1586788019,0.01232226799,0.584979576,0,0.01359816995
2021-01-01,A23,Healthcare,90.60593541,91.55043633,90.41759459,91.36013219,744264,91.31536114,91.40490325,9.801005076,0.008506720312,0.01346025327,0.01562773118,0.02630464462,0.1433488907,0.055554505,0.1021836848,1.774600853,-0.06194122106,0.002229546925,0.003954257455,0.006548541048,0.007227974498,-0.5877297933,-0.4112366469,0.6123202523,0.5222071575,0.3784977027,-0.7316912041,0.3658464857,1.461130089,1,0.01239973837
2021-01-01,A24,Healthcare,64.3557118,64.74478016,63.83041097,64.21630358,177394,64.15647317,64.27613399,18.63402374,0.01796924543,0.01399001528,-0.001397541253,-0.02999105636,-0.005452849182,-0.01252756708,-0.007837869053,0.2993239014,0.4391134844,0.002229546925,0.003954257455,0.006548541048,0.007227974498,-0.5877297933,-0.4112366469,0.6123202523,-0.2858096044,0.1713239145,-0.3389209942,0.2370487551,0.6124989035,0,0.01423889483
2021-01-04,A01,Technology,53.69274523,54.04041083,52.83032707,53.17240843,1222784,53.16635197,53.17846488,2.27804398,0.007104452001,0.008621007448,-0.01339949688,-0.02909671959,-0.06458532424,-0.04026155168,-0.06691106648,-0.5954654449,-0.4677385284,-0.006892154522,-0.005586618111,0.006688142154,0.01431303591,-0.5274113567,-0.3936045669,0.5207519213,0.1005253889,1,-0.8328649588,0.4039049532,0.8224515068,0,0.02275773847
2021-01-04,A02,Technology,42.63759027,42.99425251,41.64097491,41.98930049,2374749,41.97896557,41.99963542,4.92264876,0.01250167911,0.01830012447,-0.0193553578,-0.02407908619,0.06194235312,0.03862000265,0.1462150109,1.398175214,-0.05939963935,-0.006892154522,-0.005586618111,0.006688142154,0.01431303591,-0.5274113567,-0.3936045669,0.5207519213,-0.3119249278,0.670236938,-1.278192251,1.247126144,0.2264896704,0,0.03222910548
2021-01-04,A03,Technology,122.8512633,123.2339375,121.6686818,122.0476723,310580,121.9779969,122.1173476,11.41772722,0.008356718232,0.01339665563,-0.007756318001,-0.004171814048,0.04438617625,0.03404554302,0.1795756436,-0.7055158639,-0.2608681946,-0.006892154522,-0.005586618111,0.006688142154,0.01431303591,-0.5274113567,-0.3936045669,0.5207519213,0.1866476846,0.4195203044,1.632173209,-0.01431349687,0.4926301498,0,0.01282495336
2021-01-04,A04,Technology,53.82493933,54.7444961,53.66007789,54.57681813,163487,54.52312679,54.63050947,19.67551139,0.009368273971,0.01462642858,0.01816470023,0.02672822854,0.06764288291,0.03110913332,0.08695589351,-0.3267566329,-0.2749789272,-0.006892154522,-0.005586618111,0.006688142154,0.01431303591,-0.5274113567,-0.3936045669,0.5207519213,-0.05651765763,0.1752764858,-0.3277857057,-0.09443052432,0.3876046061,0,0.01986957551
2021-01-04,A05,Financials,34.00409774,34.29281902,33.94239182,34.23058917,659511,34.22703513,34.2341432,2.076523747,0.01174395917,0.01509049402,0.007942111496,0.005471204627,0.089069219,0.01676019073,0.04748810836,-1.263128913,-0.1819547175,-0.006892154522,-0.005240783369,0.006688142154,0.01162947081,-0.5274113567,-0.3936045669,0.5207519213,-0.06256472516,0.9561412069,0.3381299844,0.2617200241,0.0864017605,0,0.01023725311
2021-01-04,A06,Financials,88.28982955,88.77553859,87.42106526,87.90199497,175988,87.87890174,87.92508821,5.254314288,0.009833307502,0.0097254796,-0.0009030379721,-0.0185866318,0.02332463129,-0.006092114792,-0.02545849176,-1.259754155,-0.2916967013,-0.006892154522,-0.005240783369,0.006688142154,0.01162947081,-0.5274113567,-0.3936045669,0.5207519213,-0.7656716796,0.7159573688,-0.7519332217,-1.191138567,0.4415452265,0,0.01540890316
2021-01-04,A07,Financials,72.96473011,73.37138772,71.30577502,71.7031867,2771351,71.66571276,71.74066065,10.45251887,0.01101359018,0.0141207108,-0.02387245589,-0.03111255147,0.1004866601,-0.0001544312094,0.05831570056,3.116787461,0.1884022834,-0.006892154522,-0.005240783369,0.006688142154,0.01162947081,-0.5274113567,-0.3936045669,0.5207519213,1.198978755,0.4082552609,0.1920886667,-0.1495824902,0.1384315944,0,0.02880782277
2021-01-04,A08,Financials,37.59759179,37.7036403,37.40781806,37.51333129,226025,37.47446156,37.55220103,20.72315993,0.02036862652,0.01658210851,-0.004129751112,0.0108410144,0.1193654426,0.05416465334,0.08938831612,0.04878360444,0.6548085213,-0.006892154522,-0.005240783369,0.006688142154,0.01162947081,-0.5274113567,-0.3936045669,0.5207519213,-0.02917712453,0.1754409805,0.08845029218,-0.1561484623,0.4647354797,0,0.0078857896
2021-01-04,A09,Industrials,75.38379568,75.64330097,75.13397776,75.39262305,1056880,75.38507378,75.40017233,2.002656755,0.004922486697,0.01021150772,0.0009207095779,0.01489882014,0.08874328799,0.03457665261,0.1223068025,-1.226189303,-0.2422041921,-0.006892154522,0.00138608326,0.006688142154,0.006057781613,-0.5274113567,-0.3936045669,0.5207519213,-0.01277485899,0.9383685793,-0.481911544,0.5049041199,0.3520909793,0,0.006755610691
2021-01-04,A10,Industrials,77.17452936,77.73588602,77.0145474,77.57474037,846883,77.55225437,77.59722637,5.797248018,0.005325998312,0.01019292529,0.009702245736,0.02790696733,0.1563140095,0.06043093115,0.113900766,-0.6249778111,0.2400801967,-0.006892154522,0.00138608326,0.006688142154,0.006057781613,-0.5274113567,-0.3936045669,0.5207519213,0.4267232495,0.6621247701,-0.4246171959,-0.8656604375,0.442158469,0,0.0092986276
2021-01-04,A11,Industrials,75.26592297,75.3915946,74.60791155,74.7324845,845668,74.68502652,74.77994248,12.70076337,0.014281689,0.01400608182,-0.007366023213,0.02706008721,0.0717301466,0.05710802778,0.01743656954,0.4094974665,-0.1420020474,-0.006892154522,0.00138608326,0.006688142154,0.006057781613,-0.5274113567,-0.3936045669,0.5207519213,-0.7594550607,0.3910073677,-0.5049152595,-1.106315794,0.3031476152,0,0.01048651139
2021-01-04,A12,Industrials,60.53740233,60.57035108,60.51409275,60.54702881,129032,60.48474385,60.60931377,20.57407497,0.008746992367,0.0169013636,0.00228740094,0.01018383493,0.1374329521,0.04754429524,0.1121839912,-0.5643170664,-0.4157039304,-0.006892154522,0.00138608326,0.006688142154,0.006057781613,-0.5274113567,-0.3936045669,0.5207519213,-0.1403905613,0.1707912232,-0.6777740575,-0.9848389436,0.3044114328,0,0.0009291674705
2021-01-04,A13,Energy,54.10652825,54.34038592,53.22766022,53.45771927,1897525,53.45143941,53.46399913,2.349468402,0.007166172807,0.01568705288,-0.0115821851,-0.005491692116,0.06896774998,0.01109306874,0.0094561229,-0.545325064,0.4399735811,-0.006892154522,-0.01095285124,0.006688142154,0.007228235398,-0.5274113567,-0.3936045669,0.5207519213,-0.4104124087,0.9846179888,0.183524209,-0.07991603292,0.01348918305,0,0.02081506112
2021-01-04,A14,Energy,48.57426108,48.5802345,48.35307034,48.35901656,1356079,48.34600244,48.37203068,5.38229201,0.007619875544,0.01287001346,-0.001951308797,0.005513187649,0.03727891254,0.002778495448,0.07309638452,0.08929934381,0.3986100174,-0.006892154522,-0.01095285124,0.006688142154,0.007228235398,-0.5274113567,-0.3936045669,0.5207519213,-0.5529414971,0.7132991217,-1.06986191,-0.8465026429,0.1226052823,0,0.004697452171
2021-01-04,A15,Energy,97.03324762,97.36128523,94.96624864,95.28729841,522867,95.23356963,95.3410272,11.27721807,0.01558409402,0.01495052528,-0.02194038119,0.02050113643,0.0304842856,0.01981850721,0.08267524091,0.04607154657,0.1614452818,-0.006892154522,-0.01095285124,0.006688142154,0.007228235398,-0.5274113567,-0.3936045669,0.5207519213,0.289253392,0.3986748971,0.06647606543,-0.2462971671,0.09422245105,0,0.02513489866
2021-01-04,A16,Energy,131.1100638,131.2774534,129.7622118,129.9278806,100947,129.7932155,130.0625456,20.72919441,0.02465538343,0.02188261,-0.00833752986,-0.01355000468,-0.02228132045,-0.02213054943,0.01705214689,-0.8656646593,-0.3654459171,-0.006892154522,-0.01095285124,0.006688142154,0.007228235398,-0.5274113567,-0.3936045669,0.5207519213,-0.001011503581,0.1765821645,-0.1420763536,0.2774540212,0.1922651664,0,0.01166217474
2021-01-04,A17,Consumer,36.05417148,36.12922301,35.8603966,35.93504476,1883544,35.93132717,35.93876234,2.069057432,0.01153845505,0.01219102227,-0.006423431079,0.02490171573,0.1207827051,0.04792083369,0.09551834677,-0.1989882686,0.5374365218,-0.006892154522,-0.01353133066,0.006688142154,0.014160404,-0.5274113567,-0.3936045669,0.5207519213,-0.001663534772,1,0.01519648352,0.2014929507,0.2423515366,0,0.007480898095
2021-01-04,A18,Consumer,60.35989173,60.57234798,59.02744616,59.23521244,2595125,59.21943595,59.25098892,5.326725417,0.01560389648,0.01580389,-0.02272343271,-0.08518318229,-0.08525789441,-0.08791550858,-0.04342610657,0.4290546384,0.5517159885,-0.006892154522,-0.01353133066,0.006688142154,0.014160404,-0.5274113567,-0.3936045669,0.5207519213,-0.2055193376,0.6922789449,-0.6997735571,0.6264895447,0.02958210718,0,0.02608080165
2021-01-04,A19,Consumer,45.50696255,45.72426528,45.45060086,45.66763445,534624,45.6418292,45.6934397,11.3013298,0.01536693032,0.01475303287,0.005743697366,0.009548250242,0.08085105338,0.02391856007,0.08903356199,-0.2340806605,0.1363333197,-0.006892154522,-0.01353133066,0.006688142154,0.014160404,-0.5274113567,-0.3936045669,0.5207519213,-0.3525914309,0.3967353104,-0.4489802285,0.4551495873,0.02293575158,0,0.00599252443
2021-01-04,A20,Consumer,55.64378829,55.85900549,54.20200273,54.41164344,506447,54.35675519,54.46653168,20.17518409,0.01940817933,0.01466757568,-0.03072215622,-0.02854486846,-0.02152951549,-0.01769212646,-0.02461967784,2.733074396,0.2007462384,-0.006892154522,-0.01353133066,0.006688142154,0.014160404,-0.5274113567,-0.3936045669,0.5207519213,-0.4406857458,0.1875949001,0.03370591271,0.2519620895,0.2463847789,0,0.03045309147
2021-01-04,A21,Healthcare,93.62071783,93.92268965,92.04448515,92.34137287,959161,92.33097436,92.35177138,2.252189673,0.009222748259,0.01529990441,-0.01643639148,-0.04506968076,-0.02193539995,-0.009367696799,-0.009966146872,-0.6090559304,-0.3977958952,-0.006892154522,-0.007427427012,0.006688142154,0.008822545317,-0.5274113567,-0.3936045669,0.5207519213,0.2752497177,0.9286645124,-0.2295978374,0.220610531,0.1810697151,0,0.020339794
2021-01-04,A22,Healthcare,99.36711642,99.49007683,98.0064077,98.12768432,2342823,98.09976687,98.15560177,5.690024584,0.009883076396,0.01347554404,-0.01407375418,-0.01394454544,0.02201156045,-0.01086668227,-0.01604449823,0.6348698491,0.06157286688,-0.006892154522,-0.007427427012,0.006688142154,0.008822545317,-0.5274113567,-0.3936045669,0.5207519213,0.4528403228,0.688765753,-0.03419367227,-0.05956134654,0.6691474829,0,0.01511978135
2021-01-04,A23,Healthcare,91.30534909,91.64179709,90.54837086,90.88202949,862311,90.82873398,90.93532501,11.72850441,0.007616027881,0.01369326797,-0.005233165595,0.02879763034,0.1349676844,0.04351557177,0.09565399705,1.993792193,0.08852757696,-0.006892154522,-0.007427427012,0.006688142154,0.008822545317,-0.5274113567,-0.3936045669,0.5207519213,0.4902157589,0.3864749045,-0.9276154205,0.4111397808,0.6881684708,0,0.01203126987
2021-01-04,A24,Healthcare,64.18834737,64.96061926,63.83572984,64.60375927,151893,64.53656813,64.67095042,20.80100123,0.01760756288,0.01389765926,0.00603360321,-0.008389714192,-0.008524504811,-0.006145108948,-0.0001204241229,0.02279635413,0.4738071828,-0.006892154522,-0.007427427012,0.006688142154,0.008822545317,-0.5274113567,-0.3936045669,0.5207519213,-0.1319515791,0.1823782194,0.7088069978,0.1431489016,0.0053984451,0,0.0174121357
2021-01-05,A01,Technology,53.14033644,54.06144189,52.87028549,53.78671002,882303,53.78130893,53.79211112,2.008338508,0.009796713195,0.009115785663,0.01155301427,-0.007306536864,-0.0573893915,-0.02629603093,-0.05494113637,-0.9389140755,-0.5872626648,0.005237703071,-0.005040345165,0.006620776439,0.01014177062,-0.6035002138,-0.08437940021,0.4870437262,0.1323315215,0.9866249122,0.7384365633,0.4926709668,1.198025725,1,0.02214592422
2021-01-05,A02,Technology,42.02424219,42.09586663,41.613228,41.68415192,2200928,41.67243702,41.69586682,5.620795258,0.01144939191,0.01741483379,-0.007267293595,-0.01681211873,0.07929787304,0.02718135853,0.1331040478,1.070429132,0.05251393918,0.005237703071,-0.005040345165,0.006620776439,0.01014177062,-0.6035002138,-0.08437940021,0.4870437262,-0.2482412162,0.7214629073,-0.2314543144,1.204044562,1.108783215,1,0.01157846819
2021-01-05,A03,Technology,121.4901144,121.9948349,119.6028771,120.0997573,341491,120.0394691,120.1600455,10.03968297,0.01072393482,0.01394070974,-0.01596027959,-0.01971947293,0.02052798281,0.01650160351,0.1536235936,-0.6276002355,-0.3745239737,0.005237703071,-0.005040345165,0.006620776439,0.01014177062,-0.6035002138,-0.08437940021,0.4870437262,-0.06978023852,0.4110115056,0.5850229823,-0.05638934636,0.08060266797,0,0.01991642461
2021-01-05,A04,Technology,54.37896064,54.47747744,54.01577557,54.1136344,274329,54.06093495,54.16633385,19.47732793,0.01082189058,0.01486498339,-0.008486821751,0.02093710118,0.0549422395,0.01964373506,0.07698254638,0.8112462692,-0.137179624,0.005237703071,-0.005040345165,0.006620776439,0.01014177062,-0.6035002138,-0.08437940021,0.4870437262,0.001854209689,0.1869469556,-1.192622663,-0.1492098085,0.4660137485,0,0.008532080102
2021-01-05,A05,Financials,34.22502891,34.34581002,34.03058005,34.15067496,742593,34.14723325,34.15411666,2.015600502,0.01076358724,0.01514340033,-0.002334584738,-0.006434842031,0.08587324056,0.01033403263,0.04535748888,-1.130676057,-0.1641470543,0.005237703071,0.005310176755,0.006620776439,0.01040958483,-0.6035002138,-0.08437940021,0.4870437262,0.07118158257,0.9440358866,1.049345623,0.1924603017,0.06284037888,0,0.009230563363
2021-01-05,A06,Financials,88.115678,88.4907725,87.55941519,87.93214176,403277,87.90711928,87.95716425,5.691317222,0.009666205998,0.009727060751,0.0003429591233,-0.01058381479,0.02215727809,-0.006821509339,-0.02345990335,-0.9022794417,-0.3803497436,0.005237703071,0.005310176755,0.006620776439,0.01040958483,-0.6035002138,-0.08437940021,0.4870437262,-0.415198827,0.6882049817,0.04651721269,-1.091662737,0.4454870622,0,0.01059177324
2021-01-05,A07,Financials,72.18681795,73.45621245,72.1025261,73.37043835,685827,73.32778458,73.41309211,11.62696229,0.01734497492,0.01463629054,0.02325212755,-0.00969272237,0.112849557,0.01781430467,0.08265780163,-0.2406479589,0.2690604805,0.005237703071,0.005310176755,0.006620776439,0.01040958483,-0.6035002138,-0.08437940021,0.4870437262,1.244905079,0.3776403467,-0.6561201445,-0.2127176709,0.6193022028,0,0.01845002393
2021-01-05,A08,Financials,37.474327,37.61002107,37.37724617,37.51258872,93808,37.46862222,37.55655522,23.440932,0.01711804918,0.01585799648,-1.979491499e-05,0.02968019501,0.09007132999,0.04957275631,0.0894214486,-0.5835656946,0.6519432969,0.005237703071,0.005310176755,0.006620776439,0.01040958483,-0.6035002138,-0.08437940021,0.4870437262,0.06688271567,0.1772523691,0.3949160224,-0.2303400356,0.2710636095,0,0.00620524747
2021-01-05,A09,Industrials,75.5971245,76.30889186,75.28283544,75.99164368,7029749,75.98332594,75.99996143,2.189121773,0.00302597608,0.009874688896,0.007945348034,0.02749434744,0.1052533651,0.03764452783,0.1268974613,2.834063922,0.07176800575,0.005237703071,0.008413048312,0.006620776439,0.01599061121,-0.6035002138,-0.08437940021,0.4870437262,0.1076284336,0.9329167407,0.1810340533,0.4680446572,0.3726246418,0,0.01350222692
2021-01-05,A10,Industrials,78.01314193,79.89077102,77.89438047,79.76915119,1302822,79.74875743,79.78954495,5.113194362,0.009307447271,0.0110363937,0.02828769788,0.06073588458,0.1692137927,0.08189133215,0.1438492774,-0.3291275257,0.3630734216,0.005237703071,0.008413048312,0.006620776439,0.01599061121,-0.6035002138,-0.08437940021,0.4870437262,0.3188244607,0.6417919081,-0.1146329775,-0.7789354687,0.39189591,0,0.02502710044
2021-01-05,A11,Industrials,74.83252257,75.93964088,74.63932129,75.74358127,127353,75.7011637,75.78599885,11.20030882,0.007999409001,0.01412998394,0.01352954849,0.01121261178,0.087493527,0.06681228483,0.03216308831,-1.057140231,-0.2227529938,0.005237703071,0.008413048312,0.006620776439,0.01599061121,-0.6035002138,-0.08437940021,0.4870437262,-0.4611284318,0.3957133725,0.2024211139,-1.097533205,0.007427568205,0,0.0171673899
2021-01-05,A12,Industrials,60.26234942,60.55858275,59.2801866,59.57159189,160071,59.51103625,59.63214753,20.3303755,0.01175344926,0.01492243488,-0.01611040116,-0.009962359263,0.0703022967,0.02719094987,0.09253069672,-0.3991243776,-0.4585529998,0.005237703071,0.008413048312,0.006620776439,0.01599061121,-0.6035002138,-0.08437940021,0.4870437262,-0.05416250251,0.169634211,-0.1271735329,-0.9541758946,0.6033241241,0,0.02145982866
2021-01-05,A13,Energy,53.60788319,54.58438365,53.47284969,54.44689043,2404894,54.44097939,54.45280148,2.171306227,0.01095307372,0.01453950342,0.01850380408,0.004555069146,0.05393147887,0.02709590654,0.02860558738,-0.2565713642,0.6480001623,0.005237703071,0.02430947797,0.006620776439,0.01751765997,-0.6035002138,-0.08437940021,0.4870437262,-0.4739796725,0.9517384343,-0.4873217637,-0.05035445491,0.02149278829,0,0.02041501272
